status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
539819086046638_523416831141407,"We'll be raising money for Lost n Found, a charity that helps homeless LGBTQIA youth in Atlanta, with a Yule-themed charity ball! If you're free Saturday and can spare $10, come by and join us in the fun.

https://www.facebook.com/events/1653397868252255/",Yule Charity Ball,event,https://www.facebook.com/events/1653397868252255/,2015-09-28 13:48:23,0,0,0
539819086046638_10153680124882650,"SCHOLARSHIPS: AfterCollege is pleased to offer quarterly, major-specific, no-essay scholarships for current college students. Please share! Next DEADLINE: SEPTEMBER 30th

http://acdc.mx/schol2015",Scholarships | AfterCollege,link,http://acdc.mx/schol2015,2015-09-25 10:50:04,0,0,0
539819086046638_923525474351513,"What could be scarier than eating at Woodies, living in Smith, or being stuck on the green route? Come out to Resident Evil, the RHA Haunted House on October 30th in Matheson Basement. There will be food, fright, and fun. Come take a walk in the dark with RHA...

https://www.facebook.com/events/816223815161958/",Resident Evil: RHA Haunted House,event,https://www.facebook.com/events/816223815161958/,2015-09-24 08:41:16,0,0,0
539819086046638_1052770831430294,"Do you want to make an international impact on the life of children all around the world?
Then come join UNICEF for its weekly meetings, every Wednesday at 7 PM in DM Smith 304!",,photo,https://www.facebook.com/gtunicef/photos/o.539819086046638/1052770831430294/?type=3,2015-09-22 19:15:53,5,1,0
539819086046638_1052768751430502,"Do you want to make an international impact on the life of children all around the world?
Then come join UNICEF for its weekly meetings, every Wednesday at 7 PM in DM Smith 304!",,photo,https://www.facebook.com/gtunicef/photos/o.539819086046638/1052768751430502/?type=3,2015-09-22 19:09:23,0,0,0
539819086046638_1124031607625380,"Dropbox Campus Cup: 
https://www.dropbox.com/campuscup?referrer=NzE3NzA4MTE

Get more space on your Dropbox.",,status,,2015-09-20 16:04:08,0,0,0
539819086046638_917581058279288,"Come check out RHA's GT Unite extravaganza. We will have FREE food, games, giveaways, dancing, art, performances, etc. on this one day celebration of Georgia Tech's diversity. We will have several organizations including:

Korean Student Association, Tekstyles, Gamer's Guild, India Club, China Club, Asian American Student Union, Black Student Organization, NPHC, Office of International Education, OMED, Health Promotions, and more. You can grab some delicious grub, blow up stereotypes with water balloons, learn to Salsa and Reggae, and play some Japanese video games. (drops mic)

Check the event out here: https://www.facebook.com/events/957924014228210/",GT Unite,event,https://www.facebook.com/events/957924014228210/,2015-09-12 14:08:53,0,0,0
539819086046638_922486204489887,"https://www.facebook.com/greattohateuga

So I found a wonderful page",It's Great To Hate The Georgia Bulldogs,link,https://www.facebook.com/greattohateuga,2015-09-04 19:48:37,0,0,0
539819086046638_913931541977573,"Get some free pizza, cotton candy, popcorn. Drink some awesome mixes made by your hall councils. Dance with DJ Big K. Go bowling and play pool. And try Mario Kart with beer goggles.",,photo,https://www.facebook.com/photo.php?fbid=913931541977573&set=o.539819086046638&type=3,2015-09-04 18:42:16,0,0,0
539819086046638_10206372272297605,Found lost Buzzcard: If you know this person let them know it's at the CRC,,photo,https://www.facebook.com/photo.php?fbid=10206372272297605&set=o.539819086046638&type=3,2015-08-26 18:10:09,0,1,0
